concept,db,table,item_id,label,unit,category,extra,status
urine,miiv,labevents,51083,"Ethanol, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51085,"HCG, Urine, Qualitative",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51086,"Immunofixation, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51087,Length of Urine Collection,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51088,"Magnesium, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51089,Marijuana,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51090,"Methadone, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51091,"Myoglobin, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51092,"Opiate Screen, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51097,"Potassium, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51100,"Sodium, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51101,Total Collection Time,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51103,Uhold,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51104,"Urea Nitrogen, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51105,"Uric Acid, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51107,"Urine tube, held",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51108,Urine Volume,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51109,"Urine Volume, Total",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51461,Ammonium Biurate,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51463,Bacteria,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51464,Bilirubin,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51465,Bilirubin Crystals,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51466,Blood,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51467,Broad Casts,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51468,Calcium Carbonate Crystals,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51469,Calcium Oxalate Crystals,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51471,Cellular Cast,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51472,Cholesterol Crystals,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51473,Cysteine Crystals,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51475,Epithelial Casts,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51476,Epithelial Cells,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51477,Free Fat,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51479,Granular Casts,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51480,Hematocrit,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51481,Hemosiderin,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51482,Hyaline Casts,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51484,Ketone,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51485,Leucine Crystals,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51486,Leukocytes,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51487,Nitrite,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51488,Non-squamous Epithelial Cells,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51489,NonSquamous Epithelial Cell,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51490,Oval Fat Body,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51493,RBC,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51494,RBC Casts,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51495,RBC Clumps,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51496,"Reducing Substances, Urine",,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51497,Renal Epithelial Cells,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51498,Specific Gravity,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51499,Sperm,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51500,Sulfonamides,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51501,Transitional Epithelial Cells,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51502,Trichomonas,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51504,Tyrosine Crystals,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51505,Uric Acid Crystals,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51506,Urine Appearance,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51507,"Urine Casts, Other",,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51508,Urine Color,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51509,Urine Comments,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51510,"Urine Crystals, Other",,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51511,Urine Fat Bodies,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51512,Urine Mucous,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51513,Urine Specimen Type,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51514,Urobilinogen,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51515,Waxy Casts,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51516,WBC,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51517,WBC Casts,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51518,WBC Clumps,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51519,Yeast,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,51957,17-Hydroxycorticosteroids,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51958,"17-Ketosteroids, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51959,"5-HIAA, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51960,Aldolase,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51964,"Amylase, Serum",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51965,Beta,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51966,Bilirubin,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51967,Blood,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51968,Camp,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51969,"Catecholamines, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51970,Cben,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51971,Ccoc,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51972,Chlamydia trachomatis,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51973,Copi,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51974,"Copper, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51976,"Cortisol, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51978,DirList,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51979,"Estriol, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51980,Fentanyl,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51983,"Iron, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51984,Ketone,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51985,Leukocytes,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51986,Neisseria gonorrhoeae,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51987,Nitrite,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51988,O & P,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51989,Oxycodone,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51993,Referred,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51994,Specific Gravity,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51995,Study Urine,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51996,Trichomonas vaginalis,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51997,UIFEgel,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51998,UPEPgel,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51999,Urine Amylase,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52001,"Urine PEP, Gamma region",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52002,Urobilinogen,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52004,UTX1,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52005,UTX2,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52006,UTX3,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52007,UTX4,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52008,UTX5,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52009,UTX6,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52010,UTX7,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52011,UTX8,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52012,UTX9,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52013,Vanillylmandelic Acid,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52014,Voided Specimen,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52015,Xylose,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52016,Z,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52017,"Zinc, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52018,PAN1,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52019,PAN2,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52020,UTX10,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52046,"Potassium, Urine",,Blood Gas,Urine,unmapped_candidate
urine,miiv,labevents,52047,"Sodium, Urine",,Blood Gas,Urine,unmapped_candidate
urine,miiv,labevents,52408,Bacturia,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52409,Budding Yeast,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52410,Fatty Casts,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52411,Hgb,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52412,HPF,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52413,Leuks,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52414,LEUKS,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52415,LPF,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52416,Myoglobin,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52417,Pku,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52418,Problem Specimen,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52419,Voided Specimen,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52420,ZZDUMMY,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52421,GATE,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52422,RUN,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52423,SKIP,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52424,RFXUCU,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52425,XUCU,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52426,UCU1,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52427,UCU2,,Hematology,Urine,unmapped_candidate
urine,miiv,labevents,52703,"Albumin, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,52720,"HCG, Urine, Qualitative",,Chemistry,Urine,unmapped_candidate
urine,eicu,lab,WBC's in urine,WBC's in urine,,,,unmapped_candidate
urine,eicu,lab,24 h urine urea nitrogen,24 h urine urea nitrogen,G/24HR,,,unmapped_candidate
urine,eicu,intakeoutput,incontinent urine,incontinent urine,,,,unmapped_candidate
urine,eicu,intakeoutput,OR urine,OR urine,,,,unmapped_candidate
urine,eicu,intakeoutput,Urine Incontinence,Urine Incontinence,,,,unmapped_candidate
urine,eicu,intakeoutput,Urine Count,Urine Count,,,,unmapped_candidate
urine,eicu,intakeoutput,SN Urine Output(ml),SN Urine Output(ml),,,,unmapped_candidate
urine,eicu,intakeoutput,Suprapubic Urine Output,Suprapubic Urine Output,,,,unmapped_candidate
urine,eicu,intakeoutput,urine count,urine count,,,,unmapped_candidate
urine,eicu,intakeoutput,urine incontinence,urine incontinence,,,,unmapped_candidate
urine,eicu,intakeoutput,Urine Occurrence,Urine Occurrence,,,,unmapped_candidate
urine,eicu,intakeoutput,Urine Output-Foley,Urine Output-Foley,,,,unmapped_candidate
urine,eicu,intakeoutput,Urine Output-foley,Urine Output-foley,,,,unmapped_candidate
urine,eicu,intakeoutput,Urine Output-FOLEY,Urine Output-FOLEY,,,,unmapped_candidate
urine,eicu,intakeoutput,Urine Output-Urine Output,Urine Output-Urine Output,,,,unmapped_candidate
urine,eicu,intakeoutput,"Urine, void:","Urine, void:",,,,unmapped_candidate
urine,eicu,intakeoutput,Mixed Urine/Stool Volume,Mixed Urine/Stool Volume,,,,unmapped_candidate
vent_rate,aumc,numericitems,6640,Hartfrequentie,/min,,,unmapped_candidate
vent_rate,aumc,numericitems,8874,Ademfrequentie Monitor,None,,,unmapped_candidate
vent_rate,aumc,numericitems,9469,Pacemaker Frequentie,None,,,unmapped_candidate
vent_rate,aumc,numericitems,13075,A_Hartfrequentie,/min,,,unmapped_candidate
vent_rate,aumc,numericitems,13092,A_Ademfrequentie,/min,,,unmapped_candidate
vent_rate,aumc,numericitems,14055,PiCCO HF Hartfrequentie,/min,,,unmapped_candidate
vent_rate,aumc,numericitems,14455,RA_Ademfrequentie,/min,,,unmapped_candidate
vent_rate,aumc,numericitems,16613,MCA_Ademfrequentie,/min,,,unmapped_candidate
vent_rate,mimic,chartevents,224688,Respiratory Rate (Set),insp/min,Respiratory,,unmapped_candidate
vent_rate,mimic,labevents,50827,Ventilation Rate,,Blood Gas,Blood,unmapped_candidate
vent_rate,miiv,labevents,50827,Ventilation Rate,,Blood Gas,Blood,unmapped_candidate
vent_rate,eicu,lab,Vent Rate,Vent Rate,/min,,,unmapped_candidate
wbc,aumc,numericitems,11678,Tot.WBC*10^8 (overig),10^8,,,unmapped_candidate
wbc,aumc,numericitems,18553,Tot. WBC*10^8 (HPC-A Allogeen),10^8,,,unmapped_candidate
wbc,aumc,numericitems,18554,Tot. WBC*10^8 (HPC-A Autoloog),10^8,,,unmapped_candidate
wbc,aumc,numericitems,18557,Tot. WBC*10^8 (Tcellen concentraat),10^8,,,unmapped_candidate
wbc,mimic,labevents,51384,"WBC, Joint Fluid",,Hematology,Joint Fluid,unmapped_candidate
wbc,mimic,labevents,51439,"WBC, Other Fluid",,Hematology,Other Body Fluid,unmapped_candidate
wbc,mimic,labevents,51458,"WBC, Pleural",,Hematology,Pleural,unmapped_candidate
wbc,mimic,labevents,51128,"WBC, Ascites",,Hematology,Ascites,unmapped_candidate
wbc,mimic,labevents,51241,Leukocyte Alkaline Phosphatase,,Hematology,Blood,unmapped_candidate
wbc,miiv,labevents,51241,Leukocyte Alkaline Phosphatase,,Hematology,Blood,unmapped_candidate
wbc,eicu,lab,WBC's in cerebrospinal fluid,WBC's in cerebrospinal fluid,,,,unmapped_candidate
wbc,eicu,lab,WBC's in synovial fluid,WBC's in synovial fluid,,,,unmapped_candidate
wbc,eicu,lab,WBC's in body fluid,WBC's in body fluid,,,,unmapped_candidate
wbc,eicu,lab,WBC's in pleural fluid,WBC's in pleural fluid,,,,unmapped_candidate
wbc,eicu,lab,WBC's in peritoneal fluid,WBC's in peritoneal fluid,,,,unmapped_candidate
wbc,eicu,lab,WBC's in pericardial fluid,WBC's in pericardial fluid,,,,unmapped_candidate
